Protein ID,Gene name,Hep G2,HepA,LX2,Liver,PorV,hHEP,hHSC,hHSC TWNT4,hKC,hLSEC,hLSEC SK Hep1,Protein name
Q8N6G5,CSGALNACT2,215490000,82219000,190840000,67849000,120025000,136045000,791520000,1630500000,786940000,422130000,128820000,Chondroitin sulfate N-acetylgalactosaminyltransferase 2
P00374,DHFR,304790000,27774000,555320000,226085000,69688500,136120000,34523500,65672000,28515000,66105000,26980000,Dihydrofolate reductase
Q96RT7-2,TUBGCP6,271200000,298250000,321780000,256200000,645550000,136235000,323490000,317500000,380990000,593720000,311590000,Gamma-tubulin complex component 6
Q5R372-7,RABGAP1L,75493000,84320000,,159830000,,136250000,,69000000,107040000,219400000,99916000,Rab GTPase-activating protein 1-like
P02776,PF4,13790000,114310000,82686000,240905000,509615000,136260000,25638000,30607000,104575500,23925500,,Platelet factor 4
Q8WTS6,SETD7,81120000,798495000,570910000,623660000,935325000,136260000,439530000,368970000,161760000,140700000,353500000,Histone-lysine N-methyltransferase SETD7
Q9BS40,LXN,25678000,216150000,533640000,530845000,440800000,136280000,206500000,314860000,158970000,239630000,64641000,Latexin
Q8WZA1,POMGNT1,43932000,54441000,72799000,98307500,103960000,136350000,129610000,41708000,46498000,182730000,43955000,"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1"
Q676U5,ATG16L1,386220000,270670000,458560000,248530000,267650000,136520000,177860000,257200000,147850000,253710000,390650000,Autophagy-related protein 16-1
D3DTX6,PPP1R9B,524750000,350410000,1043300000,523280000,356980000,136680000,687410000,1106200000,1087300000,730380000,1508700000,Neurabin-2
E9PMI6,CLNS1A,184620000,59285500,289620000,109735000,74785500,136700000,98210000,149970000,129630000,127505000,176920000,Methylosome subunit pICln
O75420,GIGYF1,176760000,106390000,311500000,164020000,167240000,136700000,168893500,103040000,125320000,248060000,443700000,PERQ amino acid-rich with GYF domain-containing protein 1
A0A087WZ62,ALG9,184150000,113125000,126250000,189725000,83444500,136750000,211090000,166060000,116240000,180870000,80690000,"Alpha-1,2-mannosyltransferase ALG9"
O60573,EIF4E2,93792000,64423000,87433000,66925500,56404500,136806500,97268000,54149000,39222000,229390000,107870000,Eukaryotic translation initiation factor 4E type 2
O95639-3,CPSF4,366140000,91768000,357790000,72729500,54373000,136850000,147980000,175530000,161560000,250940000,429900000,Cleavage and polyadenylation specificity factor subunit 4
P12755,SKI,90613000,83465000,75099000,67557000,76038000,136885000,87024500,82884000,62616000,74541500,114840000,Ski oncogene
J3KMY5,NPC2,762120000,77703500,597150000,749825000,109745000,136940000,113730000,828750000,163530000,34164800,1097100000,Epididymal secretory protein E1
Q96GC9,VMP1,178380000,79374000,196970000,169770000,86841000,136950000,214410000,340560000,245070000,225210000,139450000,Vacuole membrane protein 1
A0A0A0MRS4,TMEM38B,156810000,,132760000,41911000,,137030000,62308000,93223000,,119100000,75493000,Trimeric intracellular cation channel type B
Q8IY21,DDX60,81843000,62906500,84026000,474190000,62972500,137110000,61937000,95781000,337760000,252430000,408570000,Probable ATP-dependent RNA helicase DDX60
Q9UQ03-2,CORO2B,95912000,50145000,106670000,97860000,105310000,137150000,1619700000,1050000000,140680000,104810000,110070000,Coronin-2B
Q9C005,DPY30,157300000,266220000,2513200000,508845000,217990000,137190000,181270000,633340000,407110000,19224000,1479400000,Protein dpy-30 homolog
Q5JWT2,MED23,290920000,45542000,390050000,75246000,36361000,137520000,355850000,219480000,207970000,347510000,270530000,Mediator of RNA polymerase II transcription subunit 23
Q15024,EXOSC7,571010000,105532500,248070000,108095000,76677000,137550000,167500000,313920000,153910000,264270000,391230000,Exosome complex component RRP42
H0YMG7,ALDH1A2,50791000,228770000,87633000,344360000,113280000,137710000,42391000,109110000,131780000,113800000,,Retinal dehydrogenase 2
Q9H400,LIME1,31945000,76480000,55217000,223465000,,137840000,39189000,18228000,31868000,18621000,36771000,Lck-interacting transmembrane adapter 1
Q8N8A6,DDX51,416310000,83293000,294770000,107808500,110350000,137900000,301300000,102970000,116300000,500700000,337620000,ATP-dependent RNA helicase DDX51
O95297-2,MPZL1,234510000,310140000,299520000,200105000,415715000,137980000,1485300000,754590000,103120000,1395700000,671040000,Myelin protein zero-like protein 1
P78345,RPP38,263840000,82766000,122590000,133440000,185950000,138062500,212600000,151940000,103490000,186280000,324240000,Ribonuclease P protein subunit p38
Q9NRM0,SLC2A9,130480000,51298000,81120000,182375000,48002000,138080000,47149000,46455000,40627000,35709000,88455000,"Solute carrier family 2, facilitated glucose transporter member 9"
Q15642,TRIP10,1138600000,731070000,1205900000,430025000,860060000,138150000,449550000,953000000,337210000,543680000,2208300000,Cdc42-interacting protein 4
P02775,PPBP,64319000,204685000,44877000,249870000,93746500,138180000,18961000,16593000,75091000,178600000,95195000,Platelet basic protein
O43592,XPOT,1264900000,296560000,2180700000,980495000,402095000,138370000,1513200000,1327800000,1276400000,1366800000,2855700000,Exportin-T
A0A087X0D5,CTSH,921290000,109177500,66342000,1090605000,131000000,138410000,60966500,,534470000,136708500,203960000,Pro-cathepsin H
A0A087X1L8,ICOSLG,,,,18112000,,138440000,,,118990000,,,ICOS ligand
Q9BWH6-2,RPAP1,340020000,306220000,203240000,108315000,138870000,138470000,120620000,98998000,128447000,233720000,184640000,RNA polymerase II-associated protein 1
M0R226,MRPL34,140230000,,,53637000,13828000,138620000,110650000,140940000,85950500,171830000,209340000,Ribosomal protein L34
Q4KMQ1,TPRN,46787000,189855000,40433000,76647000,52746000,138710000,46106000,49585000,60197000,,48453000,Taperin
H3BRF9,ZFYVE19,137090000,125405000,227270000,163590000,143460000,138900000,115895000,76214000,144370000,160720000,127760000,Abscission/NoCut checkpoint regulator
P17706-2,PTPN2,164330000,271515000,238280000,111750000,181745000,138960000,72984000,59016000,233510000,226830000,132780000,Tyrosine-protein phosphatase non-receptor type 2
Q9UQ16-2,DNM3,,,127940000,213840000,118775000,138976000,,,84536000,,102290000,Dynamin-3
Q99986,VRK1,1100100000,184755000,792130000,127385000,215740000,138990000,188830000,422970000,893850000,322710000,169570000,Serine/threonine-protein kinase VRK1
P19075,TSPAN8,,143735000,47492000,201810000,138940000,139020000,,,147820000,,,Tetraspanin-8
Q8NCR9,CLRN3,20245000,,,110043000,,139180000,,,,,,Clarin-3
Q92625,ANKS1A,247880000,172585000,151280000,209040000,526190000,139190000,126560000,56168000,273820000,210560000,183110000,Ankyrin repeat and SAM domain-containing protein 1A
M0QXA7,WIZ,514890000,289565000,647490000,218655000,224400000,139210000,261140000,302030000,193820000,801510000,377920000,Protein Wiz
P78357,CNTNAP1,871550000,112346500,916320000,117730000,197115000,139240000,2463200000,3270100000,325710000,1705700000,1507800000,Contactin-associated protein 1
Q7Z5R6,APBB1IP,8156700,58257000,13204000,268110000,46705000,139290000,68115000,63277000,742030000,33431500,263990000,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein
H7BYT1,CSNK1D,442690000,155965000,254200000,104456500,148100000,139300000,195780000,250620000,128880000,480800000,243810000,Casein kinase I isoform delta
Q8NEZ2,VPS37A,147190000,205700000,218100000,138070000,241575000,139380000,179960000,149230000,311810000,180220000,177510000,Vacuolar protein sorting-associated protein 37A
Q5JSP0,FGD3,64710000,194620000,54542000,168765000,143250000,139640000,142850000,106400000,1326600000,301950000,138430000,"FYVE, RhoGEF and PH domain-containing protein 3"
Q9NZJ5,EIF2AK3,220650000,71180000,59846000,62516000,186870000,139650000,180300000,143510000,98039000,257050000,76454000,Eukaryotic translation initiation factor 2-alpha kinase 3
Q12955,ANK3,100950000,934865000,100240000,2988600000,472585000,139710000,766670000,675990000,139460000,945760000,170970000,Ankyrin-3
O43252,PAPSS1,1713800000,153400000,1807200000,432650000,127055000,139730000,566300000,1157700000,1171700000,474690000,748790000,Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1
P49961,ENTPD1,49054000,1817800000,53480000,396120000,2088700000,139800000,148250000,201600000,898570000,737450000,47546000,Ectonucleoside triphosphate diphosphohydrolase 1
Q8IWE4,DCUN1D3,192790000,128155000,95812000,77213000,116840000,139960000,275400000,116050000,169790000,320610000,147720000,DCN1-like protein 3
Q9NXX6,NSMCE4A,256070000,81909000,153970000,70819000,146145000,140070000,91814000,57059000,169930000,93909000,132180000,Non-structural maintenance of chromosomes element 4 homolog A
Q8ND24,RNF214,462840000,161880000,468760000,203575000,162365000,140180000,275170000,564470000,178830000,537820000,533090000,RING finger protein 214
Q14112-2,NID2,132990000,5681200000,345010000,1909600000,10717000000,140220000,294360000,439170000,73721000,797060000,133510000,Nidogen-2
Q96Q06-2,PLIN4,,,,,,140240000,,,,,,Perilipin-4
O43505,B4GAT1,808070000,,65214000,75230000,75891000,140425000,226660000,221620000,69272000,129150000,65268000,"Beta-1,4-glucuronyltransferase 1"
Q8NI08-2,NCOA7,216870000,201530000,590610000,197375000,136085000,140600000,980640000,766900000,1443600000,650960000,206540000,Nuclear receptor coactivator 7
P22894,MMP8,154070000,98928500,69080000,143960000,162950000,140650000,42922000,44425000,3961500000,,98132000,Neutrophil collagenase
Q92930,RAB8B,240250000,349385000,1042200000,606675000,255200000,140700000,604340000,533050000,2298300000,1079800000,486720000,Ras-related protein Rab-8B
Q9NSY2,STARD5,96387000,36645000,56544000,86912000,19230000,140780000,157090500,28955000,41321000,66791500,53820000,StAR-related lipid transfer protein 5
A0A0C4DH29,IGHV1-3,,,,,,141060000,,,,,,
B1ALD9,POSTN,125700000,751460000,,,843275000,141080000,64531000,,71965500,202230000,,
Q96AJ9-1,VTI1A,323830000,89299500,154850000,86520500,129680000,141110000,252480000,456740000,190310000,336540000,128170000,Vesicle transport through interaction with t-SNAREs homolog 1A
Q6IQ49-2,SDE2,510360000,327155000,453480000,180550000,279925000,141160000,175670000,244270000,278260000,280870000,335480000,Protein SDE2 homolog
Q9UDT6-2,CLIP2,884350000,1247400000,2541600000,595025000,1121035000,141300000,1669400000,1917100000,716550000,1058400000,2070800000,CAP-Gly domain-containing linker protein 2
P41219,PRPH,92341000,3792400000,262270000,660170000,4039900000,141410000,65166000,211920000,144030000,116630000,175510000,Peripherin
Q9NX20,MRPL16,588120000,53435000,80954000,73209000,34328500,141470000,198690000,136580000,111970000,323680000,274810000,"39S ribosomal protein L16, mitochondrial"
Q5SRI9,MANEA,43814000,96802000,42804000,44102000,117300000,141520000,48540000,45543000,31918000,85827000,26934000,"Glycoprotein endo-alpha-1,2-mannosidase"
A0A087WWF6,POLD2,232300000,29220500,426160000,39842000,60788500,141570000,31604000,153340000,53398000,81717000,130810000,DNA polymerase delta subunit 2
O15431,SLC31A1,89709000,,78835000,112090000,61186000,141620000,58946000,66243000,141750000,39637500,,High affinity copper uptake protein 1
Q6NZY7,CDC42EP5,424590000,508140000,410640000,375540000,2091665000,141655000,386580000,744810000,273290000,286400000,334030000,Cdc42 effector protein 5
Q6DKK2,TTC19,175360000,51160500,132720000,161925000,93861000,141720000,144760000,195820000,134590000,219340000,516850000,"Tetratricopeptide repeat protein 19, mitochondrial"
O60331-4,PIP5K1C,160460000,167800000,62456000,84969500,186810000,141780000,181250000,136450000,113140000,122930000,108560000,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma
O75909,CCNK,797920000,39531500,1054300000,159585000,39896000,141790000,297250000,251520000,424160000,660660000,1392300000,Cyclin-K
Q6ZS81-4,WDFY4,60354000,101921500,79931000,228365000,105138500,141880000,95623000,76125000,1247100000,100379000,29398000,WD repeat- and FYVE domain-containing protein 4
Q5R372-4,RABGAP1L,240190000,82642500,154280000,142485000,102495000,141970000,199160000,112010000,189890000,101624500,232970000,Rab GTPase-activating protein 1-like
E9PR44,CRYAB,81118000,21876000000,93860000,1367500000,20102000000,142200000,5568800000,187520000,114640000,693340000,139660000,Alpha-crystallin B chain
O00462,MANBA,381150000,178115000,189280000,270770000,214050000,142260000,222330000,179810000,376140000,56918000,125530000,Beta-mannosidase
P35580,MYH10,269420000,1254350000,322070000,247400000,619625000,142330000,2516700000,62732000,91512500,259890000,26027000,Myosin-10
Q96FT9-2,IFT43,,,,64924000,114380000,142360000,71715000,85325000,,54848000,,Intraflagellar transport protein 43 homolog
Q9Y4P8-4,WIPI2,74083000,192790000,335220000,146125000,189220000,142360000,104910000,203260000,207490000,156740000,142590000,WD repeat domain phosphoinositide-interacting protein 2
Q9H477,RBKS,172320000,50751500,94078000,1038000000,41439000,142380000,23666000,39726000,104610000,76208000,209630000,Ribokinase
Q9H1N7,SLC35B3,,,,58965500,,142460000,87425000,56880000,49015500,78367000,58610000,Adenosine 3-phospho 5-phosphosulfate transporter 2
Q4L180-3,FILIP1L,534980000,2949650000,654820000,211095000,3433150000,142720000,1578700000,1647700000,258630000,483770000,700220000,Filamin A-interacting protein 1-like
O43148,RNMT,1092300000,271075000,1145300000,206550000,303285000,142730000,407520000,569380000,532150000,493720000,701150000,mRNA cap guanine-N7 methyltransferase
P83916,CBX1,1351200000,271005000,2106200000,254340000,227845000,142825000,392350000,1207000000,372320000,332890000,806520000,Chromobox protein homolog 1
B0QYS6,TFEB,187300000,174580000,168130000,354450000,195645000,142850000,123080000,237680000,361290000,139360000,184920000,Transcription factor EB
A0A0A0MRR7,SNRPC,1022300000,81246000,1088200000,335165000,106530000,142870000,272660000,631380000,159810000,481240000,1156300000,U1 small nuclear ribonucleoprotein C
Q8N9T8,KRI1,404440000,94193500,149010000,150910000,77158000,142880000,237180000,214130000,100900000,405860000,423760000,Protein KRI1 homolog
A0A0U1RRL8,SPATA20,261040000,78594000,161750000,207605000,104755000,143130000,83929000,197480000,57502000,181700000,936780000,Spermatogenesis-associated protein 20
Q96LT7,C9orf72,,,,79928000,,143180000,188730000,,227300000,,272620000,Protein C9orf72
Q9UJC5,SH3BGRL2,213910000,92612000,157200000,348365000,165575000,143200000,29192000,15865000,76559000,103395000,45600000,SH3 domain-binding glutamic acid-rich-like protein 2
P51003,PAPOLA,811590000,145225000,775960000,211895000,227895000,143240000,312060000,173630000,529570000,265390000,538770000,Poly(A) polymerase alpha
Q9P270,SLAIN2,196580000,277680000,447740000,213040000,292155000,143250000,166810000,213680000,87722000,223850000,371030000,SLAIN motif-containing protein 2
Q8TE04,PANK1,195600000,944940000,228900000,115280000,790945000,143380000,,145690000,101590000,,108760000,Pantothenate kinase 1
Q9H7N4,SCAF1,403190000,96582500,640450000,196860000,166870000,143400000,481160000,356740000,300630000,496660000,526340000,"Splicing factor, arginine/serine-rich 19"
Q9BQ70,TCF25,103500000,116410000,126390000,121970000,91165500,143420000,283910000,434970000,128270000,312060000,497360000,Transcription factor 25
Q6ICJ4,Em:AP000351.3,36262000,18645000,500390000,311270000,68131000,143460000,126410000,12694000,58558000,144600000,34949000,Glutathione S-transferase theta-2B
A0A0G2JHC2,PPP1R18,174620000,420640000,831110000,445560000,380730000,143550000,1109000000,1144500000,542900000,793420000,1913000000,Phostensin
Q9UBH6-2,XPR1,119560000,99892000,113390000,44931000,55674000,143628500,154200000,173560000,63698500,122200000,66011000,Xenotropic and polytropic retrovirus receptor 1
Q6ZPD9,DPY19L3,211910000,135580000,148080000,244960000,112459000,143700000,473590000,215900000,300050000,416860000,252350000,Probable C-mannosyltransferase DPY19L3
Q9NZI7,UBP1,325960000,136935000,209600000,164430000,130690000,143740000,524470000,175350000,465950000,125150000,298370000,Upstream-binding protein 1
A5D6W6,FITM1,,,37449000,,,143830000,14993000,,,28865000,,Fat storage-inducing transmembrane protein 1
O60232,SSSCA1,172860000,50454000,236330000,198870000,107220500,143910000,112450000,115480000,124150000,148470000,348940000,Sjoegren syndrome/scleroderma autoantigen 1
Q9NZD2,GLTP,72850000,138795000,400570000,131870000,143485000,144000000,132940000,258580000,390720000,54559000,95902000,Glycolipid transfer protein
