Protein,cluster_anchorprotein,int_mean,Symbol,Genename,ENSEMBL
Q6DFW4,2,3477.7596590062008,Nop58,NOP58 ribonucleoprotein,ENSMUSG00000026020
Q6GQT9,2,1814.1333547401243,Nomo1,nodal modulator 1,ENSMUSG00000030835
Q6GT24,2,5657.857560688137,Prdx6,peroxiredoxin 6,ENSMUSG00000026701
Q6IRU2,2,0,Tpm4,tropomyosin 4,ENSMUSG00000031799
Q6IRU5,2,1453.0534021740766,Cltb,"clathrin, light polypeptide (Lcb)",ENSMUSG00000047547
Q6NSR8,2,0,Npepl1,aminopeptidase-like 1,ENSMUSG00000039263
Q6NVF9,2,652.2213605579442,Cpsf6,cleavage and polyadenylation specific factor 6,ENSMUSG00000055531
Q6NXL1,2,1190.825993436126,Sec24d,"Sec24 related gene family, member D (S. cerevisiae)",ENSMUSG00000039234
Q6NZJ6,2,3585.8763213140305,Eif4g1,"eukaryotic translation initiation factor 4, gamma 1",ENSMUSG00000045983
Q6P069,2,0,Sri,sorcin,ENSMUSG00000003161
Q6P3A8,2,1522.8270468975686,Bckdhb,"branched chain ketoacid dehydrogenase E1, beta polypeptide",ENSMUSG00000032263
Q6P4T2,2,4240.021712229974,Snrnp200,small nuclear ribonucleoprotein 200 (U5),ENSMUSG00000003660
Q6P542,2,1445.1590028537705,Abcf1,"ATP-binding cassette, sub-family F (GCN20), member 1",ENSMUSG00000038762
Q6P5E4,2,2278.5977930845065,Uggt1,UDP-glucose glycoprotein glucosyltransferase 1,ENSMUSG00000037470
Q6P5F9,2,0,Xpo1,exportin 1,ENSMUSG00000020290
Q6PA06,2,1623.1616294406138,Atl2,atlastin GTPase 2,ENSMUSG00000059811
Q6PB66,2,5161.883442731881,Lrpprc,leucine-rich PPR-motif containing,ENSMUSG00000024120
Q6PDL0,2,13677.958811656268,Dync1li2,"dynein, cytoplasmic 1 light intermediate chain 2",ENSMUSG00000035770
Q6PDM2,2,7864.843590970039,Srsf1,serine and arginine-rich splicing factor 1,ENSMUSG00000018379
Q6PDN3,2,558.2970751322238,NA,NA,NA
Q6PGL7,2,2598.3525192861657,Washc2,WASH complex subunit 2,ENSMUSG00000024104
Q6Q899,2,0,Ddx58,DEAD/H box helicase 58,ENSMUSG00000040296
Q6TEK5,2,898.9391389976915,Vkorc1l1,"vitamin K epoxide reductase complex, subunit 1-like 1",ENSMUSG00000066735
Q6XVG2,2,0,Cyp2c54,"cytochrome P450, family 2, subfamily c, polypeptide 54",ENSMUSG00000067225
Q6ZQ38,2,1778.4194612964181,Cand1,cullin associated and neddylation disassociated 1,ENSMUSG00000020114
Q6ZQI3,2,3955.336053251456,Mlec,malectin,ENSMUSG00000048578
Q6ZWN5,2,11490.167532369062,Rps9,ribosomal protein S9,ENSMUSG00000006333
Q6ZWQ7,2,2125.9540433116417,Spcs3,signal peptidase complex subunit 3 homolog (S. cerevisiae),ENSMUSG00000054408
Q6ZWU9,2,4352.83742854666,Rps27,ribosomal protein S27,ENSMUSG00000090733
Q6ZWV3,2,11231.266460950988,Rpl10,ribosomal protein L10,ENSMUSG00000008682
Q6ZWV7,2,8250.600591345363,Rpl35,ribosomal protein L35,ENSMUSG00000062997
Q6ZWX6,2,4251.09600520209,Eif2s1,"eukaryotic translation initiation factor 2, subunit 1 alpha",ENSMUSG00000021116
Q6ZWY3,2,7863.454176868514,Rps27l,ribosomal protein S27-like,ENSMUSG00000036781
Q71RI9,2,2829.3403840658475,Kyat3,kynurenine aminotransferase 3,ENSMUSG00000040213
Q76MZ3,2,1805.0547395122271,Ppp2r1a,"protein phosphatase 2, regulatory subunit A, alpha",ENSMUSG00000007564
Q78IK2,2,19394.016949503213,Atp5md,ATP synthase membrane subunit DAPIT,ENSMUSG00000071528
Q78IK4,2,3473.5172064833923,Apool,apolipoprotein O-like,ENSMUSG00000025525
Q78JT3,2,6332.020188049996,Haao,"3-hydroxyanthranilate 3,4-dioxygenase",ENSMUSG00000000673
Q78KK3,2,0,Slc22a18,"solute carrier family 22 (organic cation transporter), member 18",ENSMUSG00000000154
Q78PY7,2,5622.407634122472,Snd1,staphylococcal nuclease and tudor domain containing 1,ENSMUSG00000001424
Q791V5,2,4588.732856051386,Mtch2,mitochondrial carrier 2,ENSMUSG00000027282
Q7M6Y3,2,1399.8777892927594,Picalm,phosphatidylinositol binding clathrin assembly protein,ENSMUSG00000039361
Q7TMF3,2,5697.901826600967,Ndufa12,NADH:ubiquinone oxidoreductase subunit A12,ENSMUSG00000020022
Q7TMK9,2,3911.8863702419862,Syncrip,"synaptotagmin binding, cytoplasmic RNA interacting protein",ENSMUSG00000032423
Q7TMM9,2,3564.7584273234847,Tubb2a,"tubulin, beta 2A class IIA",ENSMUSG00000058672
Q7TMS5,2,1878.1488428579696,Abcg2,ATP binding cassette subfamily G member 2 (Junior blood group),ENSMUSG00000029802
Q7TNG8,2,2836.9815632130726,Ldhd,lactate dehydrogenase D,ENSMUSG00000031958
Q7TPR4,2,4320.808989549864,Actn1,"actinin, alpha 1",ENSMUSG00000015143
Q7TPV4,2,1356.5254062419508,Mybbp1a,MYB binding protein (P160) 1a,ENSMUSG00000040463
Q7TQK5,2,1714.058019471859,Ccdc93,coiled-coil domain containing 93,ENSMUSG00000026339
Q80U63,2,2693.6093845630426,Mfn2,mitofusin 2,ENSMUSG00000029020
Q80UG5,2,2907.0269574250747,Septin9,septin 9,ENSMUSG00000059248
Q80UM7,2,3105.4407263023422,Mogs,mannosyl-oligosaccharide glucosidase,ENSMUSG00000030036
Q80VP1,2,1218.638731344158,Epn1,epsin 1,ENSMUSG00000035203
Q80W21,2,2353.32663455552,Gstm7,"glutathione S-transferase, mu 7",ENSMUSG00000004035
Q80W22,2,0,Thnsl2,threonine synthase-like 2 (bacterial),ENSMUSG00000054474
Q80W54,2,748.2163080798473,Zmpste24,"zinc metallopeptidase, STE24",ENSMUSG00000043207
Q80WJ7,2,2528.9475883489827,Mtdh,metadherin,ENSMUSG00000022255
Q80X50,2,2075.9682891662083,Ubap2l,ubiquitin-associated protein 2-like,ENSMUSG00000042520
Q80X90,2,3270.019575903451,Flnb,"filamin, beta",ENSMUSG00000025278
Q80XL6,2,3804.443803332713,Acad11,"acyl-Coenzyme A dehydrogenase family, member 11",ENSMUSG00000090150
Q80XN0,2,6410.2985807142595,Bdh1,"3-hydroxybutyrate dehydrogenase, type 1",ENSMUSG00000046598
Q80XU3,2,952.1812966023424,Nucks1,nuclear casein kinase and cyclin-dependent kinase substrate 1,ENSMUSG00000026434
Q80ZK0,2,481.3993814461492,NA,NA,NA
Q8BFR5,2,5258.390440448519,Tufm,"Tu translation elongation factor, mitochondrial",ENSMUSG00000073838
Q8BFW7,2,2118.7703045962044,Lpp,LIM domain containing preferred translocation partner in lipoma,ENSMUSG00000033306
Q8BFZ9,2,0,Erlin2,ER lipid raft associated 2,ENSMUSG00000031483
Q8BG05,2,8406.789680338652,Hnrnpa3,heterogeneous nuclear ribonucleoprotein A3,ENSMUSG00000059005
Q8BG32,2,2930.5849146314854,Psmd11,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11",ENSMUSG00000017428
Q8BG51,2,1413.2599786229287,Rhot1,ras homolog family member T1,ENSMUSG00000017686
Q8BGA8,2,2399.9519604579837,Acsm5,acyl-CoA synthetase medium-chain family member 5,ENSMUSG00000030972
Q8BGC4,2,0,Zadh2,"zinc binding alcohol dehydrogenase, domain containing 2",ENSMUSG00000049090
Q8BGH2,2,4191.927281721552,Samm50,SAMM50 sorting and assembly machinery component,ENSMUSG00000022437
Q8BGJ5,2,4337.013948320301,Ptbp1,polypyrimidine tract binding protein 1,ENSMUSG00000006498
Q8BGL3,2,5367.64217569522,Sult2a8,"sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 8",ENSMUSG00000030378
Q8BGQ7,2,2777.885009109663,Aars,alanyl-tRNA synthetase,ENSMUSG00000031960
Q8BGT5,2,3588.8472324720096,Gpt2,glutamic pyruvate transaminase (alanine aminotransferase) 2,ENSMUSG00000031700
Q8BH00,2,5149.191599530735,Aldh8a1,"aldehyde dehydrogenase 8 family, member A1",ENSMUSG00000037542
Q8BH59,2,4683.021556462422,Slc25a12,"solute carrier family 25 (mitochondrial carrier, Aralar), member 12",ENSMUSG00000027010
Q8BH69,2,0,Sephs1,selenophosphate synthetase 1,ENSMUSG00000026662
Q8BH95,2,8622.74393571893,Echs1,"enoyl Coenzyme A hydratase, short chain, 1, mitochondrial",ENSMUSG00000025465
Q8BHE8,2,0,Maip1,matrix AAA peptidase interacting protein 1,ENSMUSG00000025971
Q8BHG1,2,605.7656013880759,Nrd1,"nardilysin, N-arginine dibasic convertase, NRD convertase 1",ENSMUSG00000053510
Q8BHN3,2,5449.666301062589,Ganab,alpha glucosidase 2 alpha neutral subunit,ENSMUSG00000071650
Q8BIJ6,2,1255.3726244927154,Iars2,"isoleucine-tRNA synthetase 2, mitochondrial",ENSMUSG00000026618
Q8BJ64,2,4287.193331872804,Chdh,choline dehydrogenase,ENSMUSG00000015970
Q8BJF9,2,3541.7173136082088,Chmp2b,charged multivesicular body protein 2B,ENSMUSG00000004843
Q8BJL9,2,3088.898512326104,Ugt2b35,"UDP glucuronosyltransferase 2 family, polypeptide B35",ENSMUSG00000035811
Q8BJW6,2,1880.5193257580854,Eif2a,eukaryotic translation initiation factor 2A,ENSMUSG00000027810
Q8BJY1,2,0,Psmd5,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 5",ENSMUSG00000026869
Q8BK48,2,0,Ces2e,carboxylesterase 2E,ENSMUSG00000031886
Q8BK64,2,1757.7653532103257,Ahsa1,"AHA1, activator of heat shock protein ATPase 1",ENSMUSG00000021037
Q8BKZ9,2,0,Pdhx,"pyruvate dehydrogenase complex, component X",ENSMUSG00000010914
Q8BL66,2,2367.355446426264,Eea1,early endosome antigen 1,ENSMUSG00000036499
Q8BL97,2,0,Srsf7,serine and arginine-rich splicing factor 7,ENSMUSG00000024097
Q8BLF1,2,0,Nceh1,neutral cholesterol ester hydrolase 1,ENSMUSG00000027698
Q8BM55,2,0,Tmem214,transmembrane protein 214,ENSMUSG00000038828
Q8BMA6,2,3971.867152068807,Srp68,signal recognition particle 68,ENSMUSG00000020780
Q8BMF4,2,2529.5113603177715,Dlat,dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex),ENSMUSG00000000168
Q8BMJ2,2,2141.361855117367,Lars,leucyl-tRNA synthetase,ENSMUSG00000024493
Q8BMJ3,2,3689.7150118409236,Eif1ax,"eukaryotic translation initiation factor 1A, X-linked",ENSMUSG00000067194
Q8BML9,2,1824.1968090054584,Qars,glutaminyl-tRNA synthetase,ENSMUSG00000032604
Q8BMS1,2,7197.955553206091,Hadha,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha,ENSMUSG00000025745
Q8BP47,2,0,Nars,asparaginyl-tRNA synthetase,ENSMUSG00000024587
Q8BP67,2,11560.660351018016,Rpl24,ribosomal protein L24,ENSMUSG00000098274
Q8BQ46,2,7287.67139138485,Taf15,TATA-box binding protein associated factor 15,ENSMUSG00000020680
Q8BRF7,2,646.4605114887682,Scfd1,Sec1 family domain containing 1,ENSMUSG00000020952
Q8BSE0,2,0,Rmdn2,regulator of microtubule dynamics 2,ENSMUSG00000036368
Q8BSY0,2,2022.016611357949,Asph,aspartate-beta-hydroxylase,ENSMUSG00000028207
Q8BT60,2,4181.562508745745,Cpne3,copine III,ENSMUSG00000028228
Q8BTM8,2,3182.6912924783437,Flna,"filamin, alpha",ENSMUSG00000031328
Q8BTY1,2,3534.773538286958,Kyat1,kynurenine aminotransferase 1,ENSMUSG00000039648
Q8BU14,2,2410.8020333182867,Sec62,SEC62 homolog (S. cerevisiae),ENSMUSG00000027706
Q8BU30,2,3657.920591343136,Iars,isoleucine-tRNA synthetase,ENSMUSG00000037851
Q8BVA5,2,0,Ldah,lipid droplet associated hydrolase,ENSMUSG00000037669
Q8BVE3,2,1589.6016633323438,Atp6v1h,"ATPase, H+ transporting, lysosomal V1 subunit H",ENSMUSG00000033793
Q8BVI4,2,5220.556921834417,Qdpr,quinoid dihydropteridine reductase,ENSMUSG00000015806
Q8BVY0,2,1391.829111016862,Rsl1d1,ribosomal L1 domain containing 1,ENSMUSG00000005846
Q8BW75,2,4033.1755155532496,Maob,monoamine oxidase B,ENSMUSG00000040147
Q8BWF0,2,4010.8658899615057,Aldh5a1,"aldhehyde dehydrogenase family 5, subfamily A1",ENSMUSG00000035936
Q8BWN8,2,0,Acot4,acyl-CoA thioesterase 4,ENSMUSG00000052392
Q8BWP5,2,2701.941254483029,Ttpa,tocopherol (alpha) transfer protein,ENSMUSG00000073988
Q8BWQ1,2,4725.481025889405,Ugt2a3,"UDP glucuronosyltransferase 2 family, polypeptide A3",ENSMUSG00000035780
Q8BWT1,2,13934.910651552322,Acaa2,acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase),ENSMUSG00000036880
Q8BWU8,2,3587.67614271972,Etnppl,ethanolamine phosphate phospholyase,ENSMUSG00000019232
Q8BWW4,2,0,Larp4,"La ribonucleoprotein domain family, member 4",ENSMUSG00000023025
Q8BWY3,2,2753.0172946098924,Etf1,eukaryotic translation termination factor 1,ENSMUSG00000024360
Q8BYK6,2,0,Ythdf3,YTH N6-methyladenosine RNA binding protein 3,ENSMUSG00000047213
Q8BZF8,2,5424.263830289878,Pgm5,phosphoglucomutase 5,ENSMUSG00000041731
Q8C0C7,2,1180.5642740435349,Farsa,"phenylalanyl-tRNA synthetase, alpha subunit",ENSMUSG00000003808
Q8C0Q9,2,0,Rapgef5,Rap guanine nucleotide exchange factor (GEF) 5,ENSMUSG00000041992
Q8C165,2,3757.6717992504136,Pm20d1,peptidase M20 domain containing 1,ENSMUSG00000042251
Q8C196,2,31964.267728264826,Cps1,carbamoyl-phosphate synthetase 1,ENSMUSG00000025991
Q8C1B7,2,4374.687823395285,Septin11,septin 11,ENSMUSG00000058013
Q8C2Q3,2,0,Rbm14,RNA binding motif protein 14,ENSMUSG00000006456
Q8C5H8,2,2561.3904652184756,Nadk2,"NAD kinase 2, mitochondrial",ENSMUSG00000022253
Q8C650,2,727.6509847153498,Septin10,septin 10,ENSMUSG00000019917
Q8C6B0,2,11249.659866043616,Mettl7a1,methyltransferase like 7A1,ENSMUSG00000054619
Q8C7E7,2,3639.9985828850795,Stbd1,starch binding domain 1,ENSMUSG00000047963
Q8C7X2,2,1724.771319461284,Emc1,ER membrane protein complex subunit 1,ENSMUSG00000078517
Q8C845,2,3825.8345719182744,Efhd2,EF hand domain containing 2,ENSMUSG00000040659
Q8CAQ8,2,6329.103205706646,Immt,"inner membrane protein, mitochondrial",ENSMUSG00000052337
Q8CAY6,2,5851.132586254121,Acat2,acetyl-Coenzyme A acetyltransferase 2,ENSMUSG00000023832
Q8CC86,2,1510.5573147628527,Naprt,nicotinate phosphoribosyltransferase,ENSMUSG00000022574
Q8CC88,2,2300.166839051898,Vwa8,von Willebrand factor A domain containing 8,ENSMUSG00000058997
Q8CCJ3,2,0,Ufl1,UFM1 specific ligase 1,ENSMUSG00000040359
Q8CDN6,2,1203.5434319638264,Txnl1,thioredoxin-like 1,ENSMUSG00000024583
Q8CFX1,2,4018.923737202176,H6pd,hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase),ENSMUSG00000028980
Q8CG76,2,4273.971036061082,Akr7a5,"aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase)",ENSMUSG00000028743
Q8CGB9,2,1850.2134066298686,NA,NA,NA
Q8CGC7,2,3465.9580563572486,Eprs,glutamyl-prolyl-tRNA synthetase,ENSMUSG00000026615
Q8CGK3,2,3190.723236130098,Lonp1,"lon peptidase 1, mitochondrial",ENSMUSG00000041168
Q8CHP5,2,8062.75806457173,Pym1,"PYM homolog 1, exon junction complex associated factor",ENSMUSG00000064030
Q8CHQ9,2,6613.887298285216,Nat8f2,N-acetyltransferase 8 (GCN5-related) family member 2,ENSMUSG00000033634
Q8CHR6,2,3265.2940656559526,Dpyd,dihydropyrimidine dehydrogenase,ENSMUSG00000033308
Q8CHT0,2,6084.651957056635,Aldh4a1,"aldehyde dehydrogenase 4 family, member A1",ENSMUSG00000028737
Q8CI51,2,1605.69405039914,Pdlim5,PDZ and LIM domain 5,ENSMUSG00000028273
Q8CIB5,2,3053.681206065914,Fermt2,fermitin family member 2,ENSMUSG00000037712
Q8CIE6,2,3202.352093335497,Copa,coatomer protein complex subunit alpha,ENSMUSG00000026553
Q8CIH9,2,1846.3270238587586,Ppat,phosphoribosyl pyrophosphate amidotransferase,ENSMUSG00000029246
Q8JZK9,2,0,Hmgcs1,3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1,ENSMUSG00000093930
Q8JZN5,2,2067.802725268798,Acad9,"acyl-Coenzyme A dehydrogenase family, member 9",ENSMUSG00000027710
Q8JZQ2,2,2283.7885791902518,Afg3l2,AFG3-like AAA ATPase 2,ENSMUSG00000024527
Q8JZQ9,2,3418.9223603583587,Eif3b,"eukaryotic translation initiation factor 3, subunit B",ENSMUSG00000056076
Q8JZR0,2,3908.171341619715,Acsl5,acyl-CoA synthetase long-chain family member 5,ENSMUSG00000024981
Q8JZU2,2,4630.672010175724,Slc25a1,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1",ENSMUSG00000003528
Q8JZY2,2,4124.033430099388,Commd10,COMM domain containing 10,ENSMUSG00000042705
Q8JZZ0,2,2567.4401601237887,Ugt3a2,"UDP glycosyltransferases 3 family, polypeptide A2",ENSMUSG00000049152
Q8K010,2,2193.35860276918,Oplah,5-oxoprolinase (ATP-hydrolysing),ENSMUSG00000022562
Q8K0C4,2,3650.079254552324,Cyp51,"cytochrome P450, family 51",ENSMUSG00000001467
Q8K0D5,2,1386.6774454150213,Gfm1,"G elongation factor, mitochondrial 1",ENSMUSG00000027774
Q8K0E8,2,4941.817220982868,Fgb,fibrinogen beta chain,ENSMUSG00000033831
Q8K154,2,6355.2339653363515,Ugt2b34,"UDP glucuronosyltransferase 2 family, polypeptide B34",ENSMUSG00000029260
Q8K157,2,797.0186890722055,Galm,galactose mutarotase,ENSMUSG00000035473
Q8K169,2,13963.734909039462,Ugt2b5,"UDP glucuronosyltransferase 2 family, polypeptide B5",ENSMUSG00000054630
Q8K183,2,1111.1703753257125,Pdxk,"pyridoxal (pyridoxine, vitamin B6) kinase",ENSMUSG00000032788
Q8K1M6,2,1312.912676800441,Dnm1l,dynamin 1-like,ENSMUSG00000022789
Q8K1Z0,2,3491.424702331185,Coq9,coenzyme Q9,ENSMUSG00000031782
Q8K2B3,2,8782.594274492812,Sdha,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)",ENSMUSG00000021577
Q8K2C9,2,3642.4531012264056,Hacd3,3-hydroxyacyl-CoA dehydratase 3,ENSMUSG00000033629
Q8K310,2,2822.0183219895694,Matr3,matrin 3,ENSMUSG00000037236
Q8K370,2,1608.3436045686904,Acad10,"acyl-Coenzyme A dehydrogenase family, member 10",ENSMUSG00000029456
Q8K3J1,2,5610.29086344245,Ndufs8,NADH:ubiquinone oxidoreductase core subunit S8,ENSMUSG00000059734
Q8K3K7,2,1474.2497921937284,Agpat2,"1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)",ENSMUSG00000026922
Q8K3M1,2,0,Rdh16f2,RDH16 family member 2,ENSMUSG00000074639
Q8K411,2,1298.1750291047047,Pitrm1,pitrilysin metallepetidase 1,ENSMUSG00000021193
Q8K441,2,1458.8626157688377,Abca6,"ATP-binding cassette, sub-family A (ABC1), member 6",ENSMUSG00000044749
Q8K4H1,2,0,Afmid,arylformamidase,ENSMUSG00000017718
Q8K4Z5,2,1443.246488141635,Sf3a1,"splicing factor 3a, subunit 1",ENSMUSG00000002129
Q8K5B2,2,1697.5928932914887,Mcfd2,multiple coagulation factor deficiency 2,ENSMUSG00000024150
Q8K5C8,2,5170.70759177199,Rdh9,retinol dehydrogenase 9,ENSMUSG00000056148
Q8QZR3,2,3035.9659022948103,Ces2a,carboxylesterase 2A,ENSMUSG00000055730
Q8QZR5,2,2176.4644377161467,Gpt,"glutamic pyruvic transaminase, soluble",ENSMUSG00000022546
Q8QZS1,2,4223.254865516589,Hibch,3-hydroxyisobutyryl-Coenzyme A hydrolase,ENSMUSG00000041426
Q8QZT1,2,8477.954485280834,Acat1,acetyl-Coenzyme A acetyltransferase 1,ENSMUSG00000032047
Q8QZY1,2,2484.2869484996368,Eif3l,"eukaryotic translation initiation factor 3, subunit L",ENSMUSG00000033047
Q8R016,2,1797.3753933672776,Blmh,bleomycin hydrolase,ENSMUSG00000020840
Q8R050,2,2423.6984635280114,Gspt1,G1 to S phase transition 1,ENSMUSG00000062203
Q8R081,2,3992.2568027179955,Hnrnpl,heterogeneous nuclear ribonucleoprotein L,ENSMUSG00000015165
Q8R084,2,6233.315353087929,Ugt2b1,"UDP glucuronosyltransferase 2 family, polypeptide B1",ENSMUSG00000035836
Q8R086,2,1835.7387826169752,Suox,sulfite oxidase,ENSMUSG00000049858
Q8R0F8,2,1274.740580543656,Fahd1,fumarylacetoacetate hydrolase domain containing 1,ENSMUSG00000045316
Q8R0F9,2,4736.715034334438,Sec14l4,SEC14-like lipid binding 4,ENSMUSG00000019368
Q8R0N6,2,2606.157215230967,Adhfe1,"alcohol dehydrogenase, iron containing, 1",ENSMUSG00000025911
Q8R0W0,2,2341.721021034852,Eppk1,epiplakin 1,NA
Q8R0X7,2,406.0132698256403,Sgpl1,sphingosine phosphate lyase 1,ENSMUSG00000020097
Q8R0Y6,2,11173.345961634943,Aldh1l1,"aldehyde dehydrogenase 1 family, member L1",ENSMUSG00000030088
Q8R146,2,3039.3087506251527,Apeh,acylpeptide hydrolase,ENSMUSG00000032590
Q8R164,2,3295.4724297430635,Bphl,"biphenyl hydrolase-like (serine hydrolase, breast epithelial mucin-associated antigen)",ENSMUSG00000038286
Q8R1B4,2,2642.3347836581925,Eif3c,"eukaryotic translation initiation factor 3, subunit C",ENSMUSG00000030738
Q8R1G2,2,2346.782582581278,Cmbl,carboxymethylenebutenolidase-like (Pseudomonas),ENSMUSG00000022235
Q8R1I1,2,12358.753344638953,Uqcr10,"ubiquinol-cytochrome c reductase, complex III subunit X",ENSMUSG00000059534
Q8R1Q8,2,0,Dync1li1,dynein cytoplasmic 1 light intermediate chain 1,ENSMUSG00000032435
Q8R1V4,2,3685.640316512832,Tmed4,transmembrane p24 trafficking protein 4,ENSMUSG00000004394
Q8R2K3,2,0,Ssbp1,single-stranded DNA binding protein 1,ENSMUSG00000029911
Q8R2Y8,2,1584.8402358003877,Ptrh2,peptidyl-tRNA hydrolase 2,ENSMUSG00000072582
Q8R317,2,593.0927972608512,Ubqln1,ubiquilin 1,ENSMUSG00000005312
Q8R404,2,15470.708733759257,Micos13,mitochondrial contact site and cristae organizing system subunit 13,ENSMUSG00000049760
Q8R4H7,2,1585.0184220381175,Nags,N-acetylglutamate synthase,ENSMUSG00000048217
Q8R4N0,2,3598.085159401827,Clybl,citrate lyase beta like,ENSMUSG00000025545
Q8R5I6,2,14703.51185698902,Gstm4,"glutathione S-transferase, mu 4",ENSMUSG00000027890
Q8R5L1,2,5128.24804770222,C1qbp,"complement component 1, q subcomponent binding protein",ENSMUSG00000018446
Q8VBT2,2,3891.086065405462,Sds,serine dehydratase,ENSMUSG00000029597
Q8VBW8,2,4238.923123386619,Ttc36,tetratricopeptide repeat domain 36,ENSMUSG00000039438
Q8VBZ3,2,1425.042264491414,Clptm1,cleft lip and palate associated transmembrane protein 1,ENSMUSG00000002981
Q8VC12,2,8983.716334166193,Uroc1,urocanase domain containing 1,ENSMUSG00000034456
Q8VC28,2,1018.3439453486554,Akr1c13,"aldo-keto reductase family 1, member C13",ENSMUSG00000021213
Q8VC30,2,5468.5362981303,Tkfc,"triokinase, FMN cyclase",ENSMUSG00000034371
Q8VC97,2,0,Upb1,"ureidopropionase, beta",ENSMUSG00000033427
Q8VCA8,2,0,Scrn2,secernin 2,ENSMUSG00000020877
Q8VCB3,2,3064.9747215582506,Gys2,glycogen synthase 2,ENSMUSG00000030244
Q8VCC1,2,0,Hpgd,hydroxyprostaglandin dehydrogenase 15 (NAD),ENSMUSG00000031613
Q8VCC2,2,2893.2714928015585,Ces1g,carboxylesterase 1G,ENSMUSG00000057074
Q8VCF0,2,1443.6341923130929,Mavs,mitochondrial antiviral signaling protein,ENSMUSG00000037523
Q8VCH0,2,2832.116452664183,Acaa1b,acetyl-Coenzyme A acyltransferase 1B,ENSMUSG00000010651
Q8VCI5,2,0,Pex19,peroxisomal biogenesis factor 19,ENSMUSG00000003464
Q8VCM7,2,5207.860694696831,Fgg,fibrinogen gamma chain,ENSMUSG00000033860
