Protein	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	Symbol	Genename	ENSEMBL
Q8BYK6	-0.038976705387237215	-0.0637106964225093	-0.014242714351965127	11.307083588356587	-3.106103074712093	0.0021517691775911063	0.006673046080505752	-2.610205323124898	Ythdf3	YTH N6-methyladenosine RNA binding protein 3	ENSMUSG00000047213
Q8R404	-0.030164379092008014	-0.04915611949454708	-0.011172638689468942	14.585208942610764	-3.127517978051499	0.001962936775766566	0.006210668381625796	-2.6128398769405097	Micos13	mitochondrial contact site and cristae organizing system subunit 13	ENSMUSG00000049760
P26150	0.011155512468446635	0.004234052503711311	0.01807697243318196	12.358728816769302	3.168749403453158	0.0016515253737578025	0.005344377141166553	-2.6697389721288403	Hsd3b3	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 3	ENSMUSG00000062410
P27612	-0.042187023413678866	-0.06879965370866999	-0.015574393118687746	11.508705257092398	-3.1201179469606695	0.0019914755711233742	0.0062755570920682135	-2.6776247126413466	Plaa	phospholipase A2, activating protein	ENSMUSG00000028577
Q91WL5	0.021071963274962892	0.007975499552842656	0.034168426997083126	12.367740980601962	3.1635541314013325	0.0016831350316389528	0.0054244649487806005	-2.67948958370563	Cyp4a12a	cytochrome P450, family 4, subfamily a, polypeptide 12a	ENSMUSG00000066071
Q3B7Z2	-0.03537131522832697	-0.058247895967912064	-0.012494734488741874	10.620042008113918	-3.0485841698877785	0.0026044718280074115	0.00779844725512564	-2.699837628978403	Osbp	oxysterol binding protein	ENSMUSG00000024687
Q60854	-0.03807619317225828	-0.06218664457242133	-0.013965741772095221	12.65920170384977	-3.1077689052535913	0.002065358814151482	0.0064434248034306715	-2.7362587265494787	Serpinb6a	serine (or cysteine) peptidase inhibitor, clade B, member 6a	ENSMUSG00000060147
Q9EPU0	-0.02516191402192649	-0.040965134718942225	-0.009358693324910756	11.53516861196363	-3.1313777221435752	0.0018849062092322322	0.005988025213475567	-2.7386317125604025	Upf1	UPF1 regulator of nonsense transcripts homolog (yeast)	ENSMUSG00000058301
Q91X83	-0.01813903890155809	-0.029492091152527315	-0.006785986650588861	12.986742787748902	-3.141445731763386	0.0018123730722255681	0.005781100228344006	-2.744562770016949	Mat1a	methionine adenosyltransferase I, alpha	ENSMUSG00000037798
P31230	-0.030680357695841164	-0.05026885091313624	-0.011091864478546092	10.80868432774705	-3.0829877629698186	0.0022519220432563646	0.006942315884831751	-2.754724902121339	NA	NA	NA
Q01279	-0.018436725636815258	-0.030008675691326397	-0.006864775582304118	12.210982828555927	-3.13309525212133	0.001870149319519988	0.005953245186170552	-2.755419361503324	Egfr	epidermal growth factor receptor	ENSMUSG00000020122
Q8BMA6	-0.02361298552194723	-0.03853840896846752	-0.008687562075426947	11.840123164423034	-3.1119813786722026	0.0020174822902274043	0.00633197754944866	-2.772055689576022	Srp68	signal recognition particle 68	ENSMUSG00000020780
Q9CXF0	-0.02286271287311464	-0.03750138391083033	-0.008224041835398955	11.4292621851083	-3.0739703743016578	0.0023144063485346206	0.007065267817889867	-2.779736010975932	Kynu	kynureninase	ENSMUSG00000026866
P54728	-0.034130866265379665	-0.055822291562864515	-0.012439440967894816	11.963654362866615	-3.095786589805499	0.00213836330896206	0.006657892135274302	-2.793674535438303	Rad23b	RAD23 homolog B, nucleotide excision repair protein	ENSMUSG00000028426
Q8BP47	-0.03893330561015229	-0.06437694833302751	-0.013489662887277078	12.55477196868616	-3.016350915861847	0.002871785245905357	0.008405618613015118	-2.8172120883386844	Nars	asparaginyl-tRNA synthetase	ENSMUSG00000024587
Q91VA7	-0.03385843530102585	-0.05571213770038011	-0.012004732901671592	11.252333785173892	-3.051239194378073	0.0025220541154811088	0.007595319041419987	-2.8254845857902406	Idh3b	isocitrate dehydrogenase 3 (NAD+) beta	ENSMUSG00000027406
Q8BTM8	-0.030771802614490883	-0.05033937619969922	-0.011204229029282541	11.598704552183545	-3.0936543024053154	0.002147276019549788	0.006672350732716339	-2.8339229723103205	Flna	filamin, alpha	ENSMUSG00000031328
Q9DCE9	-0.036777134826970946	-0.06051056454696281	-0.013043705106979081	11.185726216211961	-3.0508946271267368	0.002509979571452016	0.007573548398029925	-2.838868919315754	Igtp	interferon gamma induced GTPase	ENSMUSG00000078853
E9Q557	-0.03819532144183837	-0.06237869379504649	-0.014011949088630245	12.264053204541137	-3.1056650862795445	0.0020439226128432185	0.0063928159501664035	-2.839679771147468	Dsp	desmoplakin	ENSMUSG00000054889
Q68FG2	-0.02481476755444577	-0.04049582928003133	-0.009133705828860212	11.874370726131506	-3.1112455818462355	0.00200026183773656	0.00629056187602061	-2.8469484022155047	Sptbn2	spectrin beta, non-erythrocytic 2	ENSMUSG00000067889
Q4VAA2	-0.03621408826341402	-0.05989684495096495	-0.01253133157586309	12.016191791297592	-3.0142910042954476	0.0028905374301208776	0.008444691594913891	-2.853673400111723	Cdv3	carnitine deficiency-associated gene expressed in ventricle 3	ENSMUSG00000032803
Q9QUM9	-0.024229396260005313	-0.03968319809044953	-0.008775594429561091	12.522382145731187	-3.084073183773216	0.0022113692313477963	0.006830770965605941	-2.8560170114989525	Psma6	proteasome subunit alpha 6	ENSMUSG00000021024
Q8R081	-0.02176257493113523	-0.03568487126021212	-0.007840278602058336	12.045360596023023	-3.0745405143409794	0.0022771326922298466	0.006999332355528593	-2.8931219543334983	Hnrnpl	heterogeneous nuclear ribonucleoprotein L	ENSMUSG00000015165
Q9WTM5	-0.03545721016887055	-0.05838092628475476	-0.012533494052986344	11.589037612530547	-3.044035997765301	0.002544277964647912	0.007647512420662859	-2.8981771604118	Ruvbl2	RuvB-like protein 2	ENSMUSG00000003868
Q9JHJ0	-0.04066554914185536	-0.06708062389647945	-0.01425047438723128	11.717454824949561	-3.0309907857398004	0.0026755353499525914	0.007965450956144572	-2.8996807738060015	Tmod3	tropomodulin 3	ENSMUSG00000058587
Q9JMD3	0.018259808957629728	0.006576014153268363	0.029943603761991094	12.140112267867964	3.0736465754669164	0.002279373108742197	0.006999332355528593	-2.902127065268923	Stard10	START domain containing 10	ENSMUSG00000030688
P48036	-0.02730767887219089	-0.04479465363027791	-0.009820704114103872	12.297065012246904	-3.071728689424446	0.0023017135672142195	0.0070402706566650205	-2.907069533926241	Anxa5	annexin A5	ENSMUSG00000027712
P68510	-0.04559741563471402	-0.07526577018188707	-0.015929061087540972	11.419151745645404	-3.026280707870813	0.002722749970420614	0.008075252758571953	-2.907257542316584	Ywhah	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	ENSMUSG00000018965
Q9Z1Z2	-0.025962247491926913	-0.04264542529620338	-0.009279069687650448	11.410434179637981	-3.061124043478101	0.002383036698787405	0.0072183844190013835	-2.917078828426079	Strap	serine/threonine kinase receptor associated protein	ENSMUSG00000030224
O35459	0.01889654572418302	0.006770834510291498	0.03102225693807454	11.88993946378784	3.0651802311361847	0.0023476360929021514	0.007124961579040898	-2.9211532407751646	Ech1	enoyl coenzyme A hydratase 1, peroxisomal	ENSMUSG00000053898
A2AMW0	-0.031365005649556355	-0.05178249177774136	-0.010947519521371355	12.59400572834986	-3.024650031850346	0.0027331403337595766	0.00809071655618602	-2.95210823498131	NA	NA	NA
P32921	-0.04079544143975447	-0.06762750424864385	-0.013963378630865095	11.52569742212494	-2.9949963968433155	0.0030312452071453795	0.008822786329177334	-2.957585493976258	Wars	tryptophanyl-tRNA synthetase	ENSMUSG00000021266
Q9CQU0	-0.028508219352373795	-0.04711178960416514	-0.009904649100582447	10.498421427045713	-3.016710737280071	0.0027940583602238415	0.008208859430507262	-2.9643873245625603	Txndc12	thioredoxin domain containing 12 (endoplasmic reticulum)	ENSMUSG00000028567
Q8C5H8	-0.02670105783810339	-0.04403269316703419	-0.009369422509172592	11.473238404908127	-3.0314827076214663	0.0026412048761217844	0.007893313998811375	-2.9728548730993545	Nadk2	NAD kinase 2, mitochondrial	ENSMUSG00000022253
Q60759	-0.013700635349342872	-0.022490361529569868	-0.004910909169115877	11.763582923532306	-3.064686683978966	0.0023330914247062426	0.007095320747405418	-2.982394108361042	Gcdh	glutaryl-Coenzyme A dehydrogenase	ENSMUSG00000003809
Q9JHU4	-0.018621854950913286	-0.030569381307853846	-0.006674328593972724	11.418212544688288	-3.0644424739280955	0.002333330047451302	0.007095320747405418	-2.9883154217901975	Dync1h1	dynein cytoplasmic 1 heavy chain 1	ENSMUSG00000018707
Q99KV1	-0.01818039793601987	-0.029922747979874667	-0.0064380478921650715	12.085446791120463	-3.044959659070573	0.0025011592176087186	0.0075615316385346755	-2.9927602960898883	Dnajb11	DnaJ heat shock protein family (Hsp40) member B11	ENSMUSG00000004460
E9Q555	-0.03697968259257172	-0.06129648795179855	-0.012662877233344888	10.506614992039065	-2.995133578933186	0.0030193309890551123	0.00880450435800959	-2.9975441172824713	NA	NA	NA
P70168	-0.025727791865283258	-0.04244441241828707	-0.009011171312279447	11.019693865608243	-3.0281062142918356	0.0026639260588849018	0.00794602372144485	-3.003663140365086	Kpnb1	karyopherin (importin) beta 1	ENSMUSG00000001440
Q9CQ75	-0.026608232571955995	-0.04422894444426912	-0.00898752069964287	11.827857123852468	-2.976133616694982	0.0032477055321909905	0.009382362905982438	-3.0039320272636525	Ndufa2	NADH:ubiquinone oxidoreductase subunit A2	ENSMUSG00000014294
Q4VBD2	-0.04577042041103698	-0.07610528904895168	-0.015435551773122277	10.349517258204015	-2.9719178275854583	0.0032535129206925665	0.009382362905982438	-3.014209540072943	Tapt1	transmembrane anterior posterior transformation 1	ENSMUSG00000046985
Q8CIH9	-0.07329429852684051	-0.1221670604300896	-0.024421536623591415	12.636874430639958	-2.9554233061403514	0.0034584402446410085	0.00984616047791238	-3.0383051907387095	Ppat	phosphoribosyl pyrophosphate amidotransferase	ENSMUSG00000029246
P97449	-0.025042309158235642	-0.04126738108337205	-0.008817237233099233	12.366531315868384	-3.034906152971407	0.0025746316095043766	0.00772389482851313	-3.053543919830175	Anpep	alanyl (membrane) aminopeptidase	ENSMUSG00000039062
A0A286YCV9	-0.028339835850904868	-0.04679936175578995	-0.009880309946019787	11.092650770565628	-3.0192389625855736	0.0027161242530155676	0.008070916744226867	-3.068047453105039	Kif13b	kinesin family member 13B	ENSMUSG00000060012
Q6PGL7	-0.035380030681542655	-0.058707708851016976	-0.012052352512068334	11.579976160323236	-2.9847702842169026	0.003074197796917946	0.008931173153499535	-3.0840242115283907	Washc2	WASH complex subunit 2	ENSMUSG00000024104
Q8R4H7	-0.03706141323768899	-0.06178481673429674	-0.012338009741081232	11.159116608288508	-2.9519942681678413	0.003449734738200998	0.00984616047791238	-3.088561534779206	Nags	N-acetylglutamate synthase	ENSMUSG00000048217
Q6P5E4	-0.019199316960297138	-0.03172546892618899	-0.006673164994405286	11.08582679431205	-3.014010621446522	0.0027565847894299067	0.008114015114649611	-3.0934383947766495	Uggt1	UDP-glucose glycoprotein glucosyltransferase 1	ENSMUSG00000037470
Q3U2G2	-0.021661689135243103	-0.03578933901821604	-0.007534039252270164	11.738243954549214	-3.0152182402374392	0.0027483907446238993	0.00810515987518331	-3.108912806614746	Hspa4	heat shock protein 4	ENSMUSG00000020361
P05064	-0.024479354513625613	-0.040445273627906786	-0.00851343539934444	11.877619914869891	-3.014861392921642	0.002747106644786565	0.00810515987518331	-3.1091990010655337	Aldoa	aldolase A, fructose-bisphosphate	ENSMUSG00000030695
Q9DBC0	-0.030157900680222324	-0.050153652098233706	-0.01016214926221094	11.451003473765786	-2.96820314863885	0.003240554959883529	0.00937960630055177	-3.1168782360944727	Selenoo	selenoprotein O	ENSMUSG00000035757
Q9D6U8	-0.03580259182822408	-0.060066048856229265	-0.011539134800218898	10.502773895067044	-2.9099048198327133	0.004030099167113556	0.011148752209200865	-3.1240855021871816	Fam162a	family with sequence similarity 162, member A	ENSMUSG00000003955
A2AKK5	-0.028613675589385965	-0.04771423264017518	-0.009513118538596751	11.258860189587036	-2.948719350747479	0.0034566646610801376	0.00984616047791238	-3.1541729886258807	Acnat1	acyl-coenzyme A amino acid N-acyltransferase 1	ENSMUSG00000070985
P62751	-0.01369248253982869	-0.022643077443592844	-0.0047418876360645346	13.36302875134104	-3.007643615725719	0.0028032070417337756	0.008220286315628314	-3.158423446137137	Rpl23a	ribosomal protein L23A	ENSMUSG00000058546
Q64516	-0.025858219484607235	-0.04295840251898055	-0.008758036450233916	11.976637658797658	-2.9747050014590597	0.0031492129564967128	0.009132133304275253	-3.1598410999851803	Gk	glycerol kinase	ENSMUSG00000025059
Q8BVE3	-0.03708151947382547	-0.06196083468447999	-0.012202204263170948	11.524796272772052	-2.9353067556905015	0.0036392205904742844	0.010248832041281634	-3.1612158914578536	Atp6v1h	ATPase, H+ transporting, lysosomal V1 subunit H	ENSMUSG00000033793
E9Q456	-0.037254417707622	-0.06235240094013665	-0.01215643447510735	12.812848124801578	-2.922610805794524	0.003770053458674084	0.01056159680506866	-3.206906544606584	NA	NA	NA
Q6NVF9	-0.0325890987594268	-0.054737760588184484	-0.010440436930669122	10.380424444934754	-2.8980207675159577	0.004091904781305941	0.011279801010901563	-3.2396975245971316	Cpsf6	cleavage and polyadenylation specific factor 6	ENSMUSG00000055531
Q80UG5	-0.02645979121062153	-0.044154809082315505	-0.00876477333892756	11.654534605210207	-2.9418551306182077	0.003499452506417629	0.009942168347793249	-3.2408795729156443	Septin9	septin 9	ENSMUSG00000059248
Q8JZK9	-0.03669142386336413	-0.06184423445546236	-0.011538613271265905	11.546801881588095	-2.875530112575873	0.0044459275267174705	0.012127372991726712	-3.2439399291698976	Hmgcs1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	ENSMUSG00000093930
Q00915	-0.031995130819602285	-0.05371527097939414	-0.010274990659810433	11.714616885437854	-2.9008352055113047	0.004044555509363392	0.011168975726386893	-3.250063951954595	Rbp1	retinol binding protein 1, cellular	ENSMUSG00000046402
P47754	-0.019801296964597627	-0.03296210772100242	-0.006640486208192832	11.041404384768422	-2.9586896480961684	0.0032906557108494296	0.009471997930124602	-3.2633533632200127	Capza2	capping protein (actin filament) muscle Z-line, alpha 2	ENSMUSG00000015733
P26638	-0.03522558715137024	-0.0590270797358248	-0.011424094566915673	10.91499067543081	-2.9129563491671924	0.0038610585234847505	0.010757280699120615	-3.2703301595264396	Sars	seryl-aminoacyl-tRNA synthetase	ENSMUSG00000068739
Q9EQH3	-0.01990407627150646	-0.03317183114870318	-0.0066363213943097365	11.293722560817471	-2.9503220476871848	0.0033841925917796707	0.009687716155589058	-3.2726705979518	Vps35	VPS35 retromer complex component	ENSMUSG00000031696
Q8BL66	-0.03027741557172107	-0.05044467467279698	-0.010110156470645157	11.064483101914751	-2.952435035633994	0.0033593186234728567	0.009634155978877202	-3.2793495326789515	Eea1	early endosome antigen 1	ENSMUSG00000036499
Q8K010	-0.02564799511523784	-0.04283946677566529	-0.008456523454810391	11.312366121884127	-2.9350540224310224	0.003573487009452008	0.010100108853116616	-3.2830367867328976	Oplah	5-oxoprolinase (ATP-hydrolysing)	ENSMUSG00000022562
O70400	-0.03234374964240541	-0.054143060497024366	-0.010544438787786457	11.602341071036857	-2.920007109523784	0.003770550874746201	0.01056159680506866	-3.2866733173903686	Pdlim1	PDZ and LIM domain 1 (elfin)	ENSMUSG00000055044
A2ATU0	-0.03749644862738667	-0.06299653233246191	-0.011996364922311438	11.191225637711314	-2.8951635460465224	0.004103477777333863	0.011291788320374698	-3.299171936408195	Dhtkd1	dehydrogenase E1 and transketolase domain containing 1	ENSMUSG00000025815
P00493	-0.04497236835934504	-0.0761135713009542	-0.013831165417735887	11.406012328444003	-2.8479172733995823	0.004866148688955333	0.013001351112542196	-3.299943805525619	Hprt	hypoxanthine guanine phosphoribosyl transferase	ENSMUSG00000025630
P62270	-0.009857081835778537	-0.01642152687808103	-0.003292636793476045	12.98929105509695	-2.9522044163197503	0.003345655511692283	0.009612609494071762	-3.3199862312740107	Rps18	ribosomal protein S18	ENSMUSG00000008668
Q62376	-0.02736254309305935	-0.0459148235869767	-0.00881026259914201	11.785540996263583	-2.9023386572070122	0.003975996153318682	0.011038156283547249	-3.322010548430745	Snrnp70	small nuclear ribonucleoprotein 70 (U1)	ENSMUSG00000063511
Q91VM5	-0.02733368747787079	-0.04594874020690368	-0.008718634748837904	12.042565156837647	-2.8905927021871665	0.004150090202165701	0.011399984158145854	-3.329645713517926	Rbmxl1	RNA binding motif protein, X-linked like-1	ENSMUSG00000037070
Q5SUF2	-0.04207239777905336	-0.0713788288636186	-0.012765966694488123	11.516227203613782	-2.8306439749870402	0.005113647375792296	0.01353691846731405	-3.3407578240822096	Luc7l3	LUC7-like 3 (S. cerevisiae)	ENSMUSG00000020863
Q921F2	-0.024543266218680797	-0.041070717481533056	-0.008015814955828534	12.193656608222676	-2.92051643196735	0.0037181480199586997	0.010452275818696849	-3.351200607586259	Tardbp	TAR DNA binding protein	ENSMUSG00000041459
Q924Y0	-0.03284582597962982	-0.055439057052860535	-0.010252594906399095	12.228164212282902	-2.862883227775136	0.004544772212241089	0.012353876465622301	-3.359072225394927	Bbox1	butyrobetaine (gamma), 2-oxoglutarate dioxygenase 1 (gamma-butyrobetaine hydroxylase)	ENSMUSG00000041660
P50247	0.007230423288412273	0.0023910828170715373	0.012069763759753008	13.531728524621029	2.9374479310883634	0.0035048846830672297	0.009942168347793249	-3.3631855129725263	Ahcyl	adenosylhomocysteinase like	ENSMUSG00000048087
P43276	-0.03082583438052053	-0.051646856628720136	-0.010004812132320923	12.1891682520351	-2.9122604599679778	0.003828537199819791	0.010688132218474354	-3.373849729609554	H1f5	H1.5 linker histone, cluster member	ENSMUSG00000058773
P63038	-0.005562266507087223	-0.009292617579640694	-0.0018319154345337505	12.740806462304407	-2.931532541959948	0.003570845697840089	0.010100108853116616	-3.380173883090859	Hspd1	heat shock protein 1 (chaperonin)	ENSMUSG00000025980
